shelf_id,floor,x,y
Shelf_9540,3F,16,13
Shelf_9541,2F,32,20
Shelf_9542,3F,31,23
Shelf_9543,2F,41,21
Shelf_9544,2F,36,12
Shelf_9545,3F,41,18
Shelf_9546,3F,44,8
Shelf_9547,2F,55,8
Shelf_9548,2F,13,21
Shelf_9549,2F,56,8
Shelf_9550,2F,39,30
Shelf_9551,3F,45,16
Shelf_9552,2F,34,1
Shelf_9553,3F,57,10
Shelf_9554,3F,48,10
Shelf_9555,3F,11,4
Shelf_9556,3F,49,23
Shelf_9557,2F,9,2
Shelf_9558,3F,28,10
Shelf_9559,3F,54,20
Shelf_9560,2F,27,28
Shelf_9561,2F,13,1
Shelf_9562,3F,8,20
Shelf_9563,2F,40,26
Shelf_9564,3F,24,13
Shelf_9565,3F,8,12
Shelf_9566,3F,27,6
Shelf_9567,3F,29,1
Shelf_9568,2F,55,18
Shelf_9569,2F,37,13
Shelf_9570,3F,59,11
Shelf_9571,3F,54,10
Shelf_9572,3F,38,2
Shelf_9573,3F,38,8
Shelf_9574,3F,57,8
Shelf_9575,3F,57,5
Shelf_9576,2F,44,8
Shelf_9577,2F,26,8
Shelf_9578,2F,35,2
Shelf_9579,3F,22,1
Shelf_9580,2F,10,20
Shelf_9581,3F,47,14
Shelf_9582,3F,32,10
Shelf_9583,3F,47,20
Shelf_9584,3F,32,14
Shelf_9585,3F,36,20
Shelf_9586,2F,13,5
Shelf_9587,2F,12,10
Shelf_9588,3F,38,21
Shelf_9589,2F,24,4
Shelf_9590,3F,37,5
Shelf_9591,3F,46,9
Shelf_9592,3F,36,10
Shelf_9593,2F,10,2
Shelf_9594,2F,27,4
Shelf_9595,3F,18,12
Shelf_9596,3F,35,5
Shelf_9597,3F,46,23
Shelf_9598,2F,26,2
Shelf_9599,2F,35,1
Shelf_9600,3F,29,4
Shelf_9601,2F,19,8
Shelf_9602,2F,36,14
Shelf_9603,2F,33,4
Shelf_9604,2F,39,18
Shelf_9605,2F,30,14
Shelf_9606,2F,18,9
Shelf_9607,2F,36,9
Shelf_9608,2F,44,20
Shelf_9609,3F,15,8
Shelf_9610,2F,19,4
Shelf_9611,3F,48,5
Shelf_9612,2F,40,1
Shelf_9613,2F,12,8
Shelf_9614,3F,44,20
Shelf_9615,3F,57,21
Shelf_9616,3F,24,4
Shelf_9617,2F,12,18
Shelf_9618,2F,26,27
Shelf_9619,2F,24,12
Shelf_9620,3F,41,5
Shelf_9621,2F,20,14
Shelf_9622,2F,28,13
Shelf_9623,3F,32,27
Shelf_9624,3F,16,20
Shelf_9625,2F,26,13
Shelf_9626,3F,15,24
Shelf_9627,3F,12,6
Shelf_9628,2F,48,5
Shelf_9629,3F,32,1
Shelf_9630,3F,21,2
Shelf_9631,2F,37,12
Shelf_9632,3F,44,10
Shelf_9633,3F,28,6
Shelf_9634,2F,45,21
Shelf_9635,3F,13,14
Shelf_9636,2F,26,14
Shelf_9637,2F,32,5
Shelf_9638,2F,39,2
Shelf_9639,3F,37,13
Shelf_9640,3F,37,26
Shelf_9641,3F,14,14
Shelf_9642,2F,33,26
Shelf_9643,2F,31,5
Shelf_9644,3F,41,10
Shelf_9645,2F,24,20
Shelf_9646,3F,52,23
Shelf_9647,2F,49,4
Shelf_9648,2F,52,20
Shelf_9649,2F,59,10
Shelf_9650,2F,19,12
Shelf_9651,3F,24,9
Shelf_9652,2F,45,5
Shelf_9653,3F,40,23
Shelf_9654,3F,46,16
Shelf_9655,3F,52,21
Shelf_9656,3F,29,9
Shelf_9657,3F,55,20
Shelf_9658,3F,31,12
Shelf_9659,3F,21,17
Shelf_9660,3F,16,8
Shelf_9661,2F,44,1
Shelf_9662,3F,36,23
Shelf_9663,2F,31,14
Shelf_9664,2F,14,16
Shelf_9665,3F,22,16
Shelf_9666,3F,26,9
Shelf_9667,2F,28,2
Shelf_9668,2F,46,12
Shelf_9669,2F,35,18
Shelf_9670,2F,10,23
Shelf_9671,2F,40,17
Shelf_9672,2F,28,10
Shelf_9673,3F,54,17
Shelf_9674,3F,31,8
Shelf_9675,3F,37,24
Shelf_9676,2F,29,5
Shelf_9677,2F,41,14
Shelf_9678,2F,22,1
Shelf_9679,3F,28,27
Shelf_9680,2F,18,17
Shelf_9681,2F,41,2
Shelf_9682,3F,27,14
Shelf_9683,2F,31,21
Shelf_9684,3F,37,10
Shelf_9685,3F,39,24
Shelf_9686,2F,44,16
Shelf_9687,2F,30,9
Shelf_9688,3F,30,8
Shelf_9689,3F,37,12
Shelf_9690,2F,33,10
Shelf_9691,3F,22,17
Shelf_9692,2F,14,10
Shelf_9693,2F,48,21
Shelf_9694,3F,37,30
Shelf_9695,2F,21,18
Shelf_9696,3F,29,16
Shelf_9697,2F,42,5
Shelf_9698,2F,53,2
Shelf_9699,3F,29,5
Shelf_9700,3F,41,12
Shelf_9701,2F,33,6
Shelf_9702,3F,35,8
Shelf_9703,3F,39,1
Shelf_9704,2F,56,23
Shelf_9705,3F,47,9
Shelf_9706,3F,38,30
Shelf_9707,2F,15,8
Shelf_9708,3F,8,6
Shelf_9709,3F,30,9
Shelf_9710,2F,55,5
Shelf_9711,3F,38,12
Shelf_9712,2F,15,20
Shelf_9713,3F,29,21
Shelf_9714,3F,12,5
Shelf_9715,2F,58,1
Shelf_9716,3F,30,2
Shelf_9717,3F,41,21
Shelf_9718,2F,21,9
Shelf_9719,3F,49,6
Shelf_9720,3F,12,1
Shelf_9721,2F,53,4
Shelf_9722,3F,27,26
Shelf_9723,2F,31,2
Shelf_9724,3F,23,6
Shelf_9725,2F,22,14
Shelf_9726,3F,47,5
Shelf_9727,2F,16,16
Shelf_9728,3F,26,23
Shelf_9729,2F,47,14
Shelf_9730,2F,10,8
Shelf_9731,3F,53,1
Shelf_9732,2F,54,10
Shelf_9733,3F,45,17
Shelf_9734,3F,33,30
Shelf_9735,3F,22,21
Shelf_9736,3F,16,10
Shelf_9737,2F,36,27
Shelf_9738,3F,42,9
Shelf_9739,3F,19,4
Shelf_9740,3F,48,6
Shelf_9741,3F,47,2
Shelf_9742,3F,40,1
Shelf_9743,3F,23,17
Shelf_9744,3F,48,16
Shelf_9745,3F,42,20
Shelf_9746,2F,25,30
Shelf_9747,2F,22,17
Shelf_9748,2F,41,30
Shelf_9749,3F,30,18
Shelf_9750,3F,26,14
Shelf_9751,2F,26,23
Shelf_9752,2F,9,13
Shelf_9753,2F,40,14
Shelf_9754,2F,9,10
Shelf_9755,2F,28,1
Shelf_9756,3F,45,5
Shelf_9757,3F,42,16
Shelf_9758,3F,33,20
Shelf_9759,2F,48,23
Shelf_9760,3F,29,28
Shelf_9761,2F,18,6
Shelf_9762,3F,41,13
Shelf_9763,3F,18,20
Shelf_9764,2F,42,21
Shelf_9765,2F,30,17
Shelf_9766,2F,20,21
Shelf_9767,2F,50,21
Shelf_9768,2F,54,8
Shelf_9769,3F,19,13
Shelf_9770,3F,11,9
Shelf_9771,2F,32,13
Shelf_9772,3F,8,8
Shelf_9773,3F,28,30
Shelf_9774,2F,9,17
Shelf_9775,2F,42,18
Shelf_9776,2F,58,2
Shelf_9777,3F,45,8
Shelf_9778,2F,50,2
Shelf_9779,3F,59,4
Shelf_9780,3F,44,2
Shelf_9781,2F,49,14
Shelf_9782,2F,32,6
Shelf_9783,3F,59,14
Shelf_9784,3F,50,21
Shelf_9785,3F,39,6
Shelf_9786,3F,23,2
Shelf_9787,2F,29,16
Shelf_9788,2F,54,4
Shelf_9789,3F,37,1
Shelf_9790,3F,50,16
Shelf_9791,2F,11,18
Shelf_9792,3F,21,5
Shelf_9793,3F,19,14
Shelf_9794,3F,18,23
Shelf_9795,2F,9,9
Shelf_9796,3F,44,16
Shelf_9797,3F,40,30
Shelf_9798,3F,27,13
Shelf_9799,2F,39,21
Shelf_9800,2F,35,26
Shelf_9801,2F,53,1
Shelf_9802,2F,16,1
Shelf_9803,3F,32,18
Shelf_9804,2F,20,5
Shelf_9805,3F,38,5
Shelf_9806,2F,52,17
Shelf_9807,2F,59,15
Shelf_9808,2F,57,9
Shelf_9809,2F,44,14
Shelf_9810,3F,45,4
Shelf_9811,3F,48,8
Shelf_9812,3F,38,20
Shelf_9813,3F,31,9
Shelf_9814,2F,10,12
Shelf_9815,2F,28,21
Shelf_9816,3F,16,12
Shelf_9817,3F,49,1
Shelf_9818,2F,28,4
Shelf_9819,3F,28,18
Shelf_9820,2F,19,2
Shelf_9821,2F,13,17
Shelf_9822,3F,29,17
Shelf_9823,2F,26,28
Shelf_9824,3F,11,18
Shelf_9825,3F,8,21
Shelf_9826,3F,24,23
Shelf_9827,3F,28,5
Shelf_9828,3F,26,6
Shelf_9829,3F,45,2
Shelf_9830,2F,15,14
Shelf_9831,2F,22,6
Shelf_9832,3F,26,1
Shelf_9833,2F,9,6
Shelf_9834,3F,27,24
Shelf_9835,2F,38,5
Shelf_9836,2F,40,18
Shelf_9837,3F,19,1
Shelf_9838,3F,41,24
Shelf_9839,2F,27,26
Shelf_9840,2F,28,14
Shelf_9841,2F,47,23
Shelf_9842,2F,36,6
Shelf_9843,3F,54,1
Shelf_9844,3F,36,8
Shelf_9845,3F,8,14
Shelf_9846,2F,41,26
Shelf_9847,3F,45,12
Shelf_9848,2F,43,1
Shelf_9849,3F,13,13
Shelf_9850,3F,19,23
Shelf_9851,3F,30,16
Shelf_9852,3F,54,13
Shelf_9853,2F,40,23
Shelf_9854,2F,16,24
Shelf_9855,2F,8,10
Shelf_9856,2F,10,5
Shelf_9857,2F,55,14
Shelf_9858,3F,21,9
Shelf_9859,3F,42,17
Shelf_9860,3F,27,21
Shelf_9861,2F,49,9
Shelf_9862,2F,46,4
Shelf_9863,2F,16,17
Shelf_9864,2F,39,27
Shelf_9865,3F,41,1
Shelf_9866,3F,18,9
Shelf_9867,2F,50,1
Shelf_9868,3F,44,4
Shelf_9869,3F,30,4
Shelf_9870,2F,32,4
Shelf_9871,2F,36,17
Shelf_9872,3F,39,10
Shelf_9873,2F,48,4
Shelf_9874,2F,28,5
Shelf_9875,3F,31,17
Shelf_9876,2F,41,9
Shelf_9877,2F,33,20
Shelf_9878,2F,32,9
Shelf_9879,2F,18,16
Shelf_9880,2F,54,17
Shelf_9881,3F,42,10
Shelf_9882,2F,45,10
Shelf_9883,2F,30,4
Shelf_9884,2F,38,24
Shelf_9885,3F,9,16
Shelf_9886,3F,10,17
Shelf_9887,2F,21,21
Shelf_9888,3F,31,18
Shelf_9889,3F,40,18
Shelf_9890,3F,45,23
Shelf_9891,2F,18,4
Shelf_9892,2F,30,21
Shelf_9893,3F,48,12
Shelf_9894,2F,17,2
Shelf_9895,2F,42,24
Shelf_9896,3F,42,2
Shelf_9897,2F,42,13
Shelf_9898,3F,36,14
Shelf_9899,3F,55,5
Shelf_9900,3F,51,2
Shelf_9901,2F,42,12
Shelf_9902,2F,37,8
Shelf_9903,3F,16,5
Shelf_9904,2F,55,10
Shelf_9905,2F,18,5
Shelf_9906,3F,28,4
Shelf_9907,2F,41,23
Shelf_9908,2F,36,24
Shelf_9909,3F,36,28
Shelf_9910,3F,53,4
Shelf_9911,2F,18,18
Shelf_9912,2F,9,24
Shelf_9913,2F,56,21
Shelf_9914,3F,26,5
Shelf_9915,3F,18,8
Shelf_9916,2F,19,20
Shelf_9917,3F,26,17
Shelf_9918,2F,35,16
Shelf_9919,2F,55,4
Shelf_9920,2F,22,2
Shelf_9921,2F,33,27
Shelf_9922,2F,21,13
Shelf_9923,3F,26,13
Shelf_9924,3F,54,14
Shelf_9925,3F,39,4
Shelf_9926,2F,31,6
Shelf_9927,3F,27,18
Shelf_9928,2F,42,17
Shelf_9929,3F,38,24
Shelf_9930,2F,18,2
Shelf_9931,3F,48,4
Shelf_9932,3F,16,14
Shelf_9933,3F,22,10
Shelf_9934,3F,8,13
Shelf_9935,3F,55,4
Shelf_9936,3F,45,14
Shelf_9937,3F,33,9
Shelf_9938,2F,55,23
Shelf_9939,3F,42,14
Shelf_9940,2F,28,27
Shelf_9941,3F,32,28
Shelf_9942,2F,10,10
Shelf_9943,3F,37,27
Shelf_9944,2F,38,23
Shelf_9945,3F,29,24
Shelf_9946,3F,28,21
Shelf_9947,3F,30,30
Shelf_9948,3F,16,6
Shelf_9949,3F,57,4
Shelf_9950,2F,26,5
Shelf_9951,2F,23,10
Shelf_9952,3F,53,23
Shelf_9953,2F,8,12
Shelf_9954,3F,49,4
Shelf_9955,2F,48,1
Shelf_9956,2F,55,12
Shelf_9957,2F,49,21
Shelf_9958,3F,36,24
Shelf_9959,2F,56,20
Shelf_9960,3F,10,9
Shelf_9961,2F,59,7
Shelf_9962,2F,16,10
Shelf_9963,2F,15,4
Shelf_9964,2F,41,8
Shelf_9965,2F,41,17
Shelf_9966,2F,13,8
Shelf_9967,2F,53,21
Shelf_9968,3F,32,8
Shelf_9969,3F,32,6
Shelf_9970,3F,28,28
Shelf_9971,3F,27,10
Shelf_9972,2F,27,20
Shelf_9973,2F,33,9
Shelf_9974,2F,28,20
Shelf_9975,2F,30,10
Shelf_9976,3F,35,2
Shelf_9977,2F,31,4
Shelf_9978,3F,19,20
Shelf_9979,2F,32,2
Shelf_9980,3F,50,4
Shelf_9981,2F,32,23
Shelf_9982,2F,9,5
Shelf_9983,3F,50,13
Shelf_9984,2F,40,28
Shelf_9985,2F,15,1
Shelf_9986,3F,11,5
Shelf_9987,2F,32,26
Shelf_9988,2F,9,23
Shelf_9989,2F,19,21
Shelf_9990,3F,42,5
Shelf_9991,2F,50,16
Shelf_9992,3F,18,5
Shelf_9993,3F,11,21
Shelf_9994,3F,13,2
Shelf_9995,2F,48,8
Shelf_9996,2F,19,18
Shelf_9997,2F,46,10
Shelf_9998,2F,18,14
Shelf_9999,2F,50,4
Shelf_10000,3F,12,9
Shelf_10001,2F,40,10
Shelf_10002,2F,28,9
Shelf_10003,2F,28,26
Shelf_10004,2F,12,6
Shelf_10005,2F,36,10
Shelf_10006,3F,50,23
Shelf_10007,3F,30,13
Shelf_10008,3F,24,24
Shelf_10009,2F,10,17
Shelf_10010,3F,33,21
Shelf_10011,3F,42,26
Shelf_10012,3F,11,1
Shelf_10013,2F,47,21
Shelf_10014,3F,39,9
Shelf_10015,2F,11,10
Shelf_10016,2F,14,18
Shelf_10017,2F,38,1
Shelf_10018,3F,46,5
Shelf_10019,3F,23,14
Shelf_10020,3F,12,2
Shelf_10021,3F,15,10
Shelf_10022,2F,36,16
Shelf_10023,2F,30,12
Shelf_10024,3F,33,23
Shelf_10025,2F,31,26
Shelf_10026,2F,15,12
Shelf_10027,2F,44,2
Shelf_10028,2F,36,5
Shelf_10029,3F,39,20
Shelf_10030,2F,47,12
Shelf_10031,3F,49,18
Shelf_10032,2F,48,2
Shelf_10033,2F,16,14
Shelf_10034,2F,39,16
Shelf_10035,3F,12,13
Shelf_10036,3F,22,9
Shelf_10037,2F,35,27
Shelf_10038,2F,27,21
Shelf_10039,2F,47,10
Shelf_10040,2F,54,14
Shelf_10041,3F,22,18
Shelf_10042,3F,45,24
Shelf_10043,2F,11,17
Shelf_10044,3F,33,27
Shelf_10045,2F,10,16
Shelf_10046,3F,19,18
Shelf_10047,3F,46,24
Shelf_10048,2F,8,20
Shelf_10049,3F,20,1
Shelf_10050,3F,9,14
Shelf_10051,3F,28,16
Shelf_10052,3F,47,12
Shelf_10053,3F,19,10
Shelf_10054,2F,24,6
Shelf_10055,3F,40,14
Shelf_10056,2F,44,18
Shelf_10057,3F,32,30
Shelf_10058,3F,18,17
Shelf_10059,3F,56,2
Shelf_10060,3F,32,9
Shelf_10061,3F,40,27
Shelf_10062,2F,35,10
Shelf_10063,2F,52,1
Shelf_10064,3F,49,14
Shelf_10065,3F,57,12
Shelf_10066,2F,53,16
Shelf_10067,2F,42,10
Shelf_10068,3F,59,16
Shelf_10069,2F,16,5
Shelf_10070,2F,40,2
Shelf_10071,2F,48,10
Shelf_10072,2F,24,18
Shelf_10073,3F,46,10
Shelf_10074,2F,16,4
Shelf_10075,3F,59,21
Shelf_10076,2F,23,5
Shelf_10077,2F,28,6
Shelf_10078,3F,47,24
Shelf_10079,3F,39,14
Shelf_10080,2F,59,25
Shelf_10081,2F,14,2
Shelf_10082,3F,10,20
Shelf_10083,3F,26,4
Shelf_10084,3F,13,17
Shelf_10085,3F,16,9
Shelf_10086,3F,20,17
Shelf_10087,3F,39,8
Shelf_10088,3F,43,1
Shelf_10089,3F,32,24
Shelf_10090,3F,59,12
Shelf_10091,3F,56,23
Shelf_10092,3F,40,4
Shelf_10093,2F,12,9
Shelf_10094,2F,21,12
Shelf_10095,3F,44,23
Shelf_10096,2F,57,8
Shelf_10097,3F,49,24
Shelf_10098,2F,24,9
Shelf_10099,2F,18,10
Shelf_10100,2F,46,2
Shelf_10101,2F,33,23
Shelf_10102,3F,42,23
Shelf_10103,3F,40,20
Shelf_10104,3F,39,12
Shelf_10105,2F,8,4
Shelf_10106,2F,41,4
Shelf_10107,2F,20,10
Shelf_10108,2F,59,22
Shelf_10109,2F,22,8
Shelf_10110,2F,27,8
Shelf_10111,2F,59,17
Shelf_10112,2F,47,1
Shelf_10113,3F,20,6
Shelf_10114,2F,18,13
Shelf_10115,2F,21,17
Shelf_10116,2F,11,8
Shelf_10117,2F,54,23
Shelf_10118,3F,18,13
Shelf_10119,2F,28,23
Shelf_10120,3F,56,6
Shelf_10121,2F,56,18
Shelf_10122,3F,42,4
Shelf_10123,3F,52,4
Shelf_10124,3F,13,8
Shelf_10125,3F,21,21
Shelf_10126,2F,55,6
Shelf_10127,2F,21,6
Shelf_10128,3F,22,23
Shelf_10129,2F,40,30
Shelf_10130,3F,9,1
Shelf_10131,3F,28,13
Shelf_10132,2F,12,13
Shelf_10133,2F,39,28
Shelf_10134,2F,38,8
Shelf_10135,3F,19,12
Shelf_10136,2F,38,21
Shelf_10137,3F,9,6
Shelf_10138,2F,49,5
Shelf_10139,2F,18,21
Shelf_10140,2F,17,1
Shelf_10141,2F,10,14
Shelf_10142,3F,25,30
Shelf_10143,2F,29,13
Shelf_10144,3F,28,24
Shelf_10145,3F,57,1
Shelf_10146,3F,36,30
Shelf_10147,3F,37,6
Shelf_10148,3F,23,23
Shelf_10149,3F,30,21
Shelf_10150,2F,48,24
Shelf_10151,3F,33,10
Shelf_10152,3F,37,14
Shelf_10153,3F,31,24
Shelf_10154,2F,11,14
Shelf_10155,2F,10,6
Shelf_10156,3F,35,10
Shelf_10157,2F,12,21
Shelf_10158,3F,26,28
Shelf_10159,2F,54,16
Shelf_10160,2F,9,21
Shelf_10161,2F,51,1
Shelf_10162,3F,31,20
Shelf_10163,2F,35,17
Shelf_10164,2F,53,23
Shelf_10165,2F,26,16
Shelf_10166,2F,21,8
Shelf_10167,3F,38,13
Shelf_10168,3F,46,8
Shelf_10169,3F,39,27
Shelf_10170,2F,14,5
Shelf_10171,3F,55,17
Shelf_10172,3F,59,23
Shelf_10173,3F,28,20
Shelf_10174,2F,37,14
Shelf_10175,3F,24,20
Shelf_10176,2F,42,8
Shelf_10177,2F,34,2
Shelf_10178,2F,37,30
Shelf_10179,2F,37,1
Shelf_10180,2F,45,20
Shelf_10181,3F,8,5
Shelf_10182,3F,31,13
Shelf_10183,2F,8,13
Shelf_10184,3F,21,14
Shelf_10185,2F,14,4
Shelf_10186,2F,45,24
Shelf_10187,3F,11,10
Shelf_10188,3F,30,20
Shelf_10189,3F,38,1
Shelf_10190,3F,16,24
Shelf_10191,2F,29,2
Shelf_10192,2F,9,12
Shelf_10193,3F,50,8
Shelf_10194,3F,15,14
Shelf_10195,3F,28,1
Shelf_10196,3F,26,24
Shelf_10197,3F,53,5
Shelf_10198,3F,50,6
Shelf_10199,2F,55,20
Shelf_10200,2F,50,8
Shelf_10201,2F,29,14
Shelf_10202,2F,26,18
Shelf_10203,2F,55,1
Shelf_10204,3F,59,3
Shelf_10205,3F,32,21
Shelf_10206,3F,31,4
Shelf_10207,2F,47,16
Shelf_10208,3F,13,5
Shelf_10209,2F,48,17
Shelf_10210,3F,53,6
Shelf_10211,2F,57,2
Shelf_10212,3F,55,8
Shelf_10213,3F,24,8
Shelf_10214,2F,49,13
Shelf_10215,2F,21,4
Shelf_10216,3F,35,18
Shelf_10217,3F,30,5
Shelf_10218,3F,26,8
Shelf_10219,2F,31,27
Shelf_10220,3F,24,16
Shelf_10221,3F,53,13
Shelf_10222,3F,32,26
Shelf_10223,2F,26,17
Shelf_10224,2F,41,5
Shelf_10225,2F,46,8
Shelf_10226,2F,22,12
Shelf_10227,3F,9,2
Shelf_10228,3F,18,16
Shelf_10229,3F,40,5
Shelf_10230,3F,50,12
Shelf_10231,3F,39,2
Shelf_10232,3F,14,24
Shelf_10233,2F,36,18
Shelf_10234,2F,45,1
Shelf_10235,3F,13,12
Shelf_10236,3F,48,14
Shelf_10237,3F,42,30
Shelf_10238,3F,46,14
Shelf_10239,2F,10,13
Shelf_10240,2F,37,21
Shelf_10241,3F,16,2
Shelf_10242,3F,10,21
Shelf_10243,3F,21,23
Shelf_10244,2F,11,21
Shelf_10245,3F,40,6
Shelf_10246,2F,41,28
Shelf_10247,2F,10,9
Shelf_10248,3F,22,4
Shelf_10249,2F,16,21
Shelf_10250,2F,50,14
Shelf_10251,3F,30,23
Shelf_10252,3F,11,24
Shelf_10253,3F,11,16
Shelf_10254,3F,26,2
Shelf_10255,2F,57,13
Shelf_10256,2F,59,13
Shelf_10257,2F,53,14
Shelf_10258,2F,18,23
Shelf_10259,2F,57,20
Shelf_10260,2F,49,16
Shelf_10261,3F,41,6
Shelf_10262,2F,24,23
Shelf_10263,2F,38,28
Shelf_10264,3F,44,21
Shelf_10265,3F,53,12
Shelf_10266,2F,36,30
Shelf_10267,3F,15,20
Shelf_10268,3F,14,18
Shelf_10269,2F,8,5
Shelf_10270,2F,46,21
Shelf_10271,3F,14,20
Shelf_10272,3F,49,17
Shelf_10273,2F,49,24
Shelf_10274,2F,16,20
Shelf_10275,3F,46,17
Shelf_10276,2F,21,14
Shelf_10277,2F,13,24
Shelf_10278,2F,29,24
Shelf_10279,3F,30,28
Shelf_10280,2F,24,13
Shelf_10281,3F,44,5
Shelf_10282,2F,32,10
Shelf_10283,3F,20,23
Shelf_10284,2F,16,9
Shelf_10285,3F,50,5
Shelf_10286,2F,31,23
Shelf_10287,2F,16,8
Shelf_10288,2F,19,17
Shelf_10289,2F,46,5
Shelf_10290,3F,46,2
Shelf_10291,2F,35,12
Shelf_10292,3F,59,20
Shelf_10293,2F,39,4
Shelf_10294,3F,46,13
Shelf_10295,3F,13,4
Shelf_10296,3F,52,12
Shelf_10297,2F,35,24
Shelf_10298,2F,35,14
Shelf_10299,3F,59,22
Shelf_10300,3F,11,8
Shelf_10301,3F,31,2
Shelf_10302,3F,33,5
Shelf_10303,2F,40,16
Shelf_10304,2F,23,16
Shelf_10305,3F,16,21
Shelf_10306,2F,52,5
Shelf_10307,3F,41,26
Shelf_10308,2F,27,5
Shelf_10309,2F,52,16
Shelf_10310,3F,12,24
Shelf_10311,3F,55,14
Shelf_10312,3F,10,16
Shelf_10313,2F,57,18
Shelf_10314,3F,50,18
Shelf_10315,2F,33,8
Shelf_10316,2F,32,27
Shelf_10317,3F,23,20
Shelf_10318,2F,26,4
Shelf_10319,3F,49,10
Shelf_10320,3F,14,13
Shelf_10321,2F,19,16
Shelf_10322,2F,59,24
Shelf_10323,3F,9,23
Shelf_10324,3F,31,14
Shelf_10325,3F,17,1
Shelf_10326,2F,40,12
Shelf_10327,3F,55,2
Shelf_10328,2F,20,18
Shelf_10329,3F,14,1
Shelf_10330,2F,22,23
Shelf_10331,2F,30,13
Shelf_10332,2F,13,13
Shelf_10333,2F,20,17
Shelf_10334,3F,34,1
Shelf_10335,3F,55,16
Shelf_10336,2F,31,20
Shelf_10337,3F,15,21
Shelf_10338,3F,36,13
Shelf_10339,2F,23,4
Shelf_10340,2F,19,23
Shelf_10341,2F,21,1
Shelf_10342,3F,45,1
Shelf_10343,3F,22,8
Shelf_10344,3F,35,20
Shelf_10345,3F,46,21
Shelf_10346,2F,56,5
Shelf_10347,2F,52,6
Shelf_10348,3F,27,12
Shelf_10349,3F,44,13
Shelf_10350,2F,47,20
Shelf_10351,3F,19,6
Shelf_10352,3F,56,18
Shelf_10353,2F,57,16
Shelf_10354,2F,15,16
Shelf_10355,3F,30,24
Shelf_10356,2F,26,21
Shelf_10357,2F,54,6
Shelf_10358,3F,26,30
Shelf_10359,3F,10,18
Shelf_10360,3F,47,6
Shelf_10361,2F,39,23
Shelf_10362,2F,39,6
Shelf_10363,2F,14,6
Shelf_10364,2F,12,16
Shelf_10365,3F,35,14
Shelf_10366,2F,37,4
Shelf_10367,2F,15,13
Shelf_10368,2F,12,1
Shelf_10369,3F,41,2
Shelf_10370,2F,23,6
Shelf_10371,3F,57,23
Shelf_10372,3F,13,21
Shelf_10373,3F,49,12
Shelf_10374,3F,9,21
Shelf_10375,2F,42,28
Shelf_10376,3F,54,2
Shelf_10377,2F,49,1
Shelf_10378,2F,46,16
Shelf_10379,3F,59,25
Shelf_10380,2F,53,6
Shelf_10381,3F,42,13
Shelf_10382,2F,28,30
Shelf_10383,2F,37,17
Shelf_10384,3F,59,19
Shelf_10385,2F,56,4
Shelf_10386,2F,30,30
Shelf_10387,2F,53,20
Shelf_10388,3F,23,24
Shelf_10389,2F,21,10
Shelf_10390,3F,41,20
Shelf_10391,3F,10,4
Shelf_10392,3F,40,28
Shelf_10393,2F,50,6
Shelf_10394,3F,23,4
Shelf_10395,3F,36,2
Shelf_10396,2F,44,4
Shelf_10397,3F,28,9
Shelf_10398,3F,33,28
Shelf_10399,3F,8,2
Shelf_10400,3F,19,16
Shelf_10401,3F,13,23
Shelf_10402,2F,52,21
Shelf_10403,3F,55,6
Shelf_10404,2F,30,20
Shelf_10405,2F,52,12
Shelf_10406,2F,49,23
Shelf_10407,3F,37,23
Shelf_10408,3F,33,16
Shelf_10409,2F,42,1
Shelf_10410,3F,15,5
Shelf_10411,3F,36,6
Shelf_10412,2F,39,9
Shelf_10413,3F,41,30
Shelf_10414,2F,30,8
Shelf_10415,2F,11,9
Shelf_10416,2F,50,13
Shelf_10417,3F,24,10
Shelf_10418,2F,20,20
Shelf_10419,3F,15,12
Shelf_10420,2F,30,1
Shelf_10421,2F,53,5
Shelf_10422,3F,31,5
Shelf_10423,2F,35,20
Shelf_10424,3F,27,8
Shelf_10425,2F,31,1
Shelf_10426,3F,21,20
Shelf_10427,3F,38,17
Shelf_10428,3F,21,4
Shelf_10429,3F,23,5
Shelf_10430,3F,42,12
Shelf_10431,2F,59,11
Shelf_10432,2F,21,24
Shelf_10433,2F,47,2
Shelf_10434,2F,55,9
Shelf_10435,3F,55,21
Shelf_10436,3F,56,14
Shelf_10437,3F,9,8
Shelf_10438,2F,29,4
Shelf_10439,3F,57,9
Shelf_10440,3F,54,6
Shelf_10441,3F,24,5
Shelf_10442,2F,57,17
Shelf_10443,2F,33,5
Shelf_10444,3F,27,4
Shelf_10445,2F,42,6
Shelf_10446,2F,57,6
Shelf_10447,2F,31,13
Shelf_10448,2F,37,23
Shelf_10449,3F,18,10
Shelf_10450,3F,38,23
Shelf_10451,3F,13,6
Shelf_10452,2F,18,1
Shelf_10453,3F,14,10
Shelf_10454,3F,14,5
Shelf_10455,2F,24,16
Shelf_10456,3F,30,1
Shelf_10457,3F,13,16
Shelf_10458,3F,39,5
Shelf_10459,2F,59,3
Shelf_10460,3F,47,18
Shelf_10461,3F,53,21
Shelf_10462,2F,26,24
Shelf_10463,3F,14,17
Shelf_10464,2F,11,1
Shelf_10465,2F,54,9
Shelf_10466,3F,54,12
Shelf_10467,3F,39,21
Shelf_10468,2F,36,4
Shelf_10469,2F,42,23
Shelf_10470,3F,29,14
Shelf_10471,3F,49,9
